priority_score,normalized_name,canonical_name,lookup_count,is_ready,allergens,diets,blocked_diets,reason_codes,top_surface_forms,datasets,review_status,review_notes
765,hazelnut coffee flavored mocha swirl sweetened condensed skim milk,hazelnut coffee flavored mocha swirl sweetened condensed skim milk,12,yes,milk | tree nut,Vegetarian | Pescatarian | Gluten-free,Vegan,allergen:milk | allergen:tree_nut,"hazelnut coffee flavored mocha swirl sweetened condensed skim milk (skim milk, sugar, corn syrup) (12)",usda_only_train:10 | usda_only_val:2,,
765,maple flavored flake,maple flavored flake,12,yes,soy | wheat,Vegan | Vegetarian | Pescatarian,Gluten-free,allergen:soy | diet_block:gluten_free | evidence:surface_form,"maple flavored flakes (sugar, vegetable oil palm and palm kernel oils , enriched wheat flour wheat flour, niacin, reduced iron, thiamin mononitrate, riboflavin, folic acid , cocoa powder, glucose, extractives of foenugreek, maple sugar, caramel color, soy lecithin, sugar, eggs, rice flour (5) | maple flavored flakes (sugar, vegetable oil palm, palm kernel , wheat flour, cocoa powder, glucose, extractives of foenugreek, maple sugar, caramel color, soy lecithin) (4) | maple flavored flakes (sugar, vegetable oil palm, palm kernel , wheat flour, cocoa powder, glucose, extractives of fenugreek, maple sugar, caramel color, soy lecithin) (3)",usda_only_train:9 | usda_only_val:2 | usda_only_holdout:1,,
765,chocolate flavored cookie piece,chocolate flavored cookie piece,11,yes,soy | wheat,Vegan | Vegetarian | Pescatarian,Gluten-free,allergen:soy | diet_block:gluten_free | evidence:surface_form,"chocolate flavored cookie pieces (whole wheat flour, sugar, palm oil, cocoa processed with alkali , salt, dextrose, sodium bicarbonate, soy lecithin) (11)",usda_only_train:8 | usda_only_val:3,,
765,cream cheese flavored chip,cream cheese flavored chip,11,yes,milk | soy,Vegetarian | Pescatarian | Gluten-free,Vegan,allergen:milk | allergen:soy | evidence:surface_form,"cream cheese flavored chips (sugar, palm kernel oil, whole milk solids, nonfat dry milk solids, natural flavor, soy lecithin an emulsifier , salt) (8) | cream cheese flavored chips (sugar, palm kernel and palm oil, whole milk solids, nonfat milk solids, soy lecithin, salt, natural flavor) (3)",usda_only_train:8 | usda_only_val:2 | usda_only_holdout:1,,
765,dark chocolate flavored drizzle,dark chocolate flavored drizzle,11,yes,milk | soy,Vegetarian | Pescatarian | Gluten-free,Vegan,allergen:milk | allergen:soy | evidence:surface_form,"dark chocolate flavored drizzle (sugar, hydrogenated palm kernel oil, cocoa processed with alkali, buttermilk, cocoa powder, butteroil, hydrogenated palm oil, sorbitan monostearate, soy lecithin, polysorbate 60, natural and artificial flavor) (6) | dark chocolate flavored drizzle (sugar, palm kernel oil, cocoa powder, whole milk powder, soy lecithin - an emulsifier, salt) (5)",usda_only_train:8 | usda_only_holdout:2 | usda_only_val:1,,
765,marshmallow flavored bit,marshmallow-flavored bit,11,yes,soy | wheat,Vegan | Vegetarian | Pescatarian,Gluten-free,allergen:soy | diet_block:gluten_free | evidence:surface_form,"marshmallow-flavored bits (sugar, vegetable oil palm, palm kernel , enriched wheat flour flour, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid , xanthan gum, artificial flavor, titanium dioxide, soy lecithin) (6) | marshmallow-flavored bits (sugar, vegetable oil palm, palm kernel , enriched wheat flour flour, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid , xanthan gum, artificial flavor, titanium dioxide color , soy lecithin) (5)",usda_only_train:5 | usda_only_val:3 | usda_only_holdout:3,,
765,caramel flavored drop,caramel flavored drop,10,yes,milk | soy,Vegetarian | Pescatarian | Gluten-free,Vegan,allergen:milk | allergen:soy | evidence:surface_form,"caramel flavored drops (sugar, fractionated palm and palm kernel oils, reduced minerals whey, nonfat dry milk, dextrose, soy lecithin, salt, yellows 5 and 6 lake, blue 2 lake, natural and artificial flavor) (10)",usda_only_train:9 | usda_only_val:1,,
765,cheese flavored rice ball,cheese-flavored rice ball,10,yes,milk | soy,Vegetarian | Pescatarian | Gluten-free,Vegan,allergen:milk | allergen:soy | evidence:surface_form,"cheese-flavored rice ball (rice flour, cottonseed oil, salt, whey, dextrose, partially hydrogenated soybean and/or cottonseed oil, cheese milk, cheese cultures, salt, enzymes , reduced lactose whey, maltodextrin, buttermilk, natural and artificial flavor, onion, nonfat milk, disodium phosphate, garlic, autolyzed yeast, monosodium glutamate, citric acid, lactic acid) (6) | cheese-flavored rice balls (rice flour, vegetable oil sunflower, safflower, rice and/or canola oil , maltodextrin, salt, whey, cheddar cheese milk, cheese cultures, salt, enzymes , reduced lactose whey, buttermilk, natural flavor, onion, sugar, disodium phosphate, garlic, autolyzed yeast, citric acid, blue cheese milk, cheese cultures, salt enzymes , lactic acid) (4)",usda_only_train:9 | usda_only_holdout:1,,
765,chocolate flavored cookie pieces whole wheat flour sugar palm oil cocoa salt dextrose baking soda soy lecithin,"chocolate flavored cookie pieces whole wheat flour, sugar, palm oil, cocoa , salt, dextrose, baking soda, soy lecithin",10,yes,soy | wheat,Vegan | Vegetarian | Pescatarian,Gluten-free,allergen:soy | diet_block:gluten_free,"chocolate flavored cookie pieces (whole wheat flour, sugar, palm oil, cocoa (processed with alkali), salt, dextrose, baking soda, soy lecithin) (10)",usda_only_train:7 | usda_only_val:3,,
765,cinnamon flavored bit,cinnamon flavored bit,10,yes,milk | soy,Vegetarian | Pescatarian | Gluten-free,Vegan,allergen:milk | allergen:soy | evidence:surface_form,"cinnamon flavored bits (sugar, palm kernel oil, ground cinnamon, whey, milk, natural flavors, soy lecithin) (7) | cinnamon flavored bits (sugar, unenriched wheat flour, yellow corn flour, cinnamon, soybean oil) (3)",usda_only_train:8 | usda_only_val:2,,
765,pepperoni with smoke flavor added,pepperoni with smoke flavor added,10,yes,soy,Gluten-free,Pescatarian | Vegan | Vegetarian,allergen:soy | diet_block:meat | evidence:surface_form,"pepperoni with smoke flavor added (pork, beef, salt (5) | pepperoni with smoke flavor added (pork, beef, salt, sauce: tomatoes (diced tomatoes, tomato juice, citric acid, calcium chloride), concentrated crushed tomatoes, water, tomato paste, sugar, dried garlic, garlic, salt, spice, citric acid, soybean oil, olive oil, sodium citrate, xanthan gum, natural flavor (4) | pepperoni with smoke flavor added (pork, beef, salt, crust: enriched wheat flour (wheat flour, niacin vitamin b3 , reduced iron, thiamin mononitrate vitamin b1 , riboflavin vitamin b2 , folic acid vitamin b9 ), water, sugar, palm oil, olive oil, salt, baking powder (sodium acid pyrophosphate, baking soda, corn starch, monocalcium phosphate). sauce: tomatoes, tomato juice, tomato paste, water, sugar, olive oil, garlic, soybean oil, salt, citric acid, calcium chloride, spices, sodium citrate, xanthan gum, natural flavor (1)",usda_only_train:7 | usda_only_holdout:2 | usda_only_val:1,,
765,vanilla flavored chip,vanilla flavored chip,10,yes,milk | soy,Vegetarian | Pescatarian | Gluten-free,Vegan,allergen:milk | allergen:soy | evidence:surface_form,"vanilla flavored chips (sugar, vegetable oil palm kernel, hydrogenated palm , nonfat milk, soy lecithin, color red 40 lake, yellow 5 lake, blue 2 lake, yellow 6 lake, blue 1 lake , natural and artificial flavor, salt) (10)",usda_only_train:7 | usda_only_val:2 | usda_only_holdout:1,,
765,cinnamon flavored drizzle,cinnamon flavored drizzle,9,yes,milk | soy,Vegetarian | Pescatarian | Gluten-free,Vegan,allergen:milk | allergen:soy | evidence:surface_form,"cinnamon flavored drizzle (sugar, palm kernel, nonfat dry milk solids, yogurt powder, whole milk solids, soy lecithin - an emulsifier, natural flavor, ground cinnamon, salt) (5) | cinnamon flavored drizzle (sugar, palm kernel oil, nonfat dry milk solids, yogurt powder, whole milk solids, soy lecithin - an emulsifier, natural flavor, ground cinnamon, salt) (4)",usda_only_train:7 | usda_only_holdout:2,,
765,cream cheese flavored confectionery chip,cream cheese flavored confectionery chip,9,yes,milk | soy,Vegetarian | Pescatarian | Gluten-free,Vegan,allergen:milk | allergen:soy | evidence:surface_form,"cream cheese flavored confectionery chips (sugar, palm kernel oil, skim milk, whey powder, milkfat, soy lecithin, natural flavor) (6) | cream cheese flavored confectionery chips (sugar, palm kernel oil, skim milk, whey powder, milkfat, natural flavor, soy lecithin) (3)",usda_only_train:5 | usda_only_val:4,,
765,greek yogurt flavored coating,greek yogurt flavored coating,9,yes,milk | soy,Vegetarian | Pescatarian | Gluten-free,Vegan,allergen:milk | allergen:soy | evidence:surface_form,"greek yogurt flavored coating (sugar, palm kernel oil, nonfat dry milk, greek yogurt powder nonfat milk solids, culture, lactic acid, natural flavor , lactic acid, soy lecithin an emulsifier , natural flavor) (8) | greek yogurt flavored coating (maltitol, palm kernel oil, inulin, greek yogurt powder, lactic acid, soy lecithin, natural flavor, salt) (1)",usda_only_train:5 | usda_only_val:3 | usda_only_holdout:1,,
765,chocolate flavored sandwich cookie piece,chocolate flavored sandwich cookie piece,8,yes,soy | wheat,Vegan | Vegetarian | Pescatarian,Gluten-free,allergen:soy | diet_block:gluten_free | evidence:surface_form,"chocolate flavored sandwich cookie pieces (sugar, enriched wheat flour wheat flour, niacin, reduced iron, thiamin mononitrate, riboflavin, folic acid , vegetable oils palm, soybean , cocoa processed with alkali , invert sugar (8)",usda_only_train:5 | usda_only_val:2 | usda_only_holdout:1,,
765,dulce de leche flavored confectionary spread,dulce de leche flavored confectionary spread,8,yes,milk | soy,Vegetarian | Pescatarian | Gluten-free,Vegan,allergen:milk | allergen:soy | evidence:surface_form,"dulce de leche flavored confectionary spread (corn syrup, sweetened condensed milk condensed milk, sugar , water, palm oil, cream, glycerine, pectin, salt, disodium phosphate, soy lecithin, natural and artificial flavor, carrageenan, to preserve freshness potassium sorbate ) (8)",usda_only_train:7 | usda_only_holdout:1,,
765,imitation bacon flavored crumble,imitation bacon flavored crumble,8,yes,soy,Gluten-free,Pescatarian | Vegan | Vegetarian,allergen:soy | diet_block:meat | evidence:surface_form,"imitation bacon flavored crumbles (textured vegetable protein soy flour, caramel color, red no. 3 , soybean oil, water, salt, natural flavorings, autolyzed yeast extract, dextrose) (8)",usda_only_train:6 | usda_only_holdout:2,,
765,vanilla cream flavored layer,vanilla cream flavored layer,8,yes,milk | soy,Vegetarian | Pescatarian | Gluten-free,Vegan,allergen:milk | allergen:soy | evidence:surface_form,"vanilla cream flavored layer (maltitol, polydextrose, palm kernel and palm oil, soybean oil, nonfat dry milk, titanium dioxide color, natural and artificial flavors, soy lecithin, salt, sucralose) (8)",usda_only_train:4 | usda_only_holdout:3 | usda_only_val:1,,
765,vanilla flavored coating,vanilla flavored coating,8,yes,milk | soy,Vegetarian | Pescatarian | Gluten-free,Vegan,allergen:milk | allergen:soy | evidence:surface_form,"vanilla flavored coating (sugar, palm kernel oil, nonfat milk powder, whole milk powder, whey powder, palm oil, soy lecithin, vanilla) (4) | vanilla flavored coating (sugar, palm kernel and palm oil, nonfat dry milk, artificial color yellow 6 lake, yellow 5 lake,blue 2 lake, red 40 lake , soy lecithin, salt, artificial flavor) (4)",usda_only_train:6 | usda_only_val:1 | usda_only_holdout:1,,
765,vanilla flavored filling,vanilla flavored filling,8,yes,milk | soy,Vegetarian | Pescatarian | Gluten-free,Vegan,allergen:milk | allergen:soy | evidence:surface_form,"vanilla flavored filling (sugar, soybean oil, nonfat dry milk, whey powder, corn starch, soy lecithin emulsifier , titanium dioxide color , palm oil, natural flavor) (8)",usda_only_train:5 | usda_only_val:2 | usda_only_holdout:1,,
765,yogurt flavored drizzle,yogurt flavored drizzle,8,yes,milk | soy,Vegetarian | Pescatarian | Gluten-free,Vegan,allergen:milk | allergen:soy | evidence:surface_form,"yogurt flavored drizzle (sugar, palm kernel oil, yogurt powder cultured whey protein concentrate, cultured skim milk, yogurt culture , nonfat dry milk solids, soy lecithin emulsifier , natural flavor) (8)",usda_only_train:5 | usda_only_val:2 | usda_only_holdout:1,,
755,peanut flavored chip,peanut flavored chip,85,yes,milk | peanut | soy,Vegetarian | Pescatarian | Gluten-free,Vegan,allergen:milk | allergen:peanut | allergen:soy | evidence:surface_form,"peanut flavored chips (sugar, palm kernel and palm oil, partially defatted peanut flour, lactose, whey, dextrose, corn syrup solids, soy lecithin, salt, natural flavor) (20) | peanut flavored chips (sugar, palm kernel and palm oil, partially defatted peanut flour, lactose, dry whey, dextrose, corn syrup solids, soy lecithin, salt, natural flavor) (19) | peanut flavored chips (sugar, palm kernel and palm oil, partially defatted peanut flour, lactose, dry whey, dextrose, corn syrup solids, soy lecithin, salt, vanillin artificial flavor ) (16) | peanut flavored chips (sugar, partially defatted peanut flour, palm kernel and palm oils, nonfat dry milk, dextrose, soy lecithin, salt) (12) | peanut flavored chips (sugar, palm kernel and palm oil, partially defatted peanut flour, nonfat dry milk solids, peanuts, anhydrous dextrose soy lecithin, salt) (9)",usda_only_train:62 | usda_only_val:15 | usda_only_holdout:8,,
755,chocolate flavored filling,chocolate flavored filling,29,yes,milk | soy | tree nut,Vegetarian | Pescatarian | Gluten-free,Vegan,allergen:milk | allergen:soy | allergen:tree_nut | evidence:surface_form,"chocolate flavored filling (sugar, soybean oil, coconut oil, cocoa processed with alkali , cocoa powder, artificial flavor, salt) (17) | chocolate flavored filling (sugar, soybean oil, whey, cocoa processed with alkali, chocolate, soy lecithin, palm oil, vanilla extract) (11) | chocolate flavored filling (1)",usda_only_train:18 | usda_only_val:8 | usda_only_holdout:3,,
740,natural crab flavor swimming crab and or snow crab,natural crab flavor swimming crab and/or snow crab,11,yes,shellfish,Pescatarian | Gluten-free,Vegan | Vegetarian,allergen:shellfish,natural crab flavor swimming crab and/or snow crab (11),usda_only_train:5 | usda_only_val:3 | usda_only_holdout:3,,
715,chocolate flavored cookies enriched flour,chocolate flavored cookies enriched flour,18,yes,wheat,Vegan | Vegetarian | Pescatarian,Gluten-free,diet_block:gluten_free | evidence:surface_form,"chocolate flavored cookies enriched flour (wheat flour, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid) (18)",usda_only_train:13 | usda_only_val:3 | usda_only_holdout:2,,
715,natural butter flavor maltodextrin,natural butter flavor maltodextrin,18,yes,milk,Vegetarian | Pescatarian | Gluten-free,Vegan,allergen:milk,natural butter flavor maltodextrin (18),usda_only_val:8 | usda_only_train:7 | usda_only_holdout:3,,
715,natural butter type flavor and garlic powder,natural butter type flavor and garlic powder,18,yes,milk,Vegetarian | Pescatarian | Gluten-free,Vegan,allergen:milk,natural butter type flavor and garlic powder (17) | natural butter type flavor and garlic powder) (1),usda_only_train:13 | usda_only_val:3 | usda_only_holdout:2,,
715,natural flavor milk,natural flavor milk,18,yes,milk,Vegetarian | Pescatarian | Gluten-free,Vegan,allergen:milk,natural flavor milk (16) | natural flavor milk ) (2),usda_only_train:11 | usda_only_holdout:4 | usda_only_val:3,,
715,yogurt flavored coating sugar,yogurt flavored coating sugar,18,yes,milk,Vegetarian | Pescatarian | Gluten-free,Vegan,allergen:milk,yogurt flavored coating sugar (18),usda_only_train:9 | usda_only_holdout:5 | usda_only_val:4,,
715,flavored bit,flavored bit,17,yes,wheat,Vegan | Vegetarian | Pescatarian,Gluten-free,diet_block:gluten_free | evidence:surface_form,"flavored bits (corn syrup bleached wheat flour enriched with niacin, iron, thiamin mononitrate, riboflavin, folic acid , corn cereal, artificial flavor, caramel color, yellow 6, yellow 5, blue 1, red 40) (7) | flavored bits (corn syrup, bleached wheat flour enriched with niacin, iron, thiamine mononitrate, riboflavin, folic acid , corn cereal, palm oil, artificial flavor, yellow 5 and 6, blue 1, red 40, caramel color) (5) | flavored bits (corn syrup, bleached wheat flour enriched with niacin, iron, thiamine mononitrate, riboflavin, folic acid , corn cereal, artificial flavor, caramel color, yellow 5 and 6, blue 1, red 40) (5)",usda_only_train:11 | usda_only_holdout:6,,
715,blueberry flavored piece,blueberry flavored piece,16,yes,wheat,Vegan | Vegetarian | Pescatarian,Gluten-free,diet_block:gluten_free | evidence:surface_form,"organic blueberry flavored pieces (organic sugar, organic wheat flour, organic palm oil, colors elderberry juice concentrate, carrot juice concentrate, blueberry juice concentrate , organic blueberry solids, organic natural flavor) (14) | blueberry flavored pieces (sugar, wheat flour, palm oil, colors elderberry juice concentrate, carrot juice concentrate, blueberry juice concentrate , blueberry solids, natural flavor) (2)",usda_only_train:9 | usda_only_val:4 | usda_only_holdout:3,,
715,natural butter flavor butter,natural butter flavor butter,16,yes,milk,Vegetarian | Pescatarian | Gluten-free,Vegan,allergen:milk,natural butter flavor butter (16),usda_only_train:14 | usda_only_holdout:2,,
715,alfredo cheese flavor granular,alfredo cheese flavor granular,12,yes,milk,Vegetarian | Pescatarian | Gluten-free,Vegan,allergen:milk,alfredo cheese flavor granular (12),usda_only_train:8 | usda_only_holdout:3 | usda_only_val:1,,
715,cheesecake flavor base,cheesecake flavor base,12,yes,milk,Vegetarian | Pescatarian | Gluten-free,Vegan,allergen:milk | evidence:surface_form,"cheesecake flavor base (corn syrup, water, cheese blend nonfat milk, cellulose gum, lactic acid, cultures , buttermilk, natural flavor, lactic acid) (12)",usda_only_train:6 | usda_only_val:3 | usda_only_holdout:3,,
715,natural flavor including milk,natural flavor including milk,12,yes,milk,Vegetarian | Pescatarian | Gluten-free,Vegan,allergen:milk,natural flavor including milk (12),usda_only_train:11 | usda_only_val:1,,
715,yogurt flavored confectionery coating sugar,yogurt flavored confectionery coating sugar,12,yes,milk,Vegetarian | Pescatarian | Gluten-free,Vegan,allergen:milk,yogurt flavored confectionery coating sugar (12),usda_only_train:10 | usda_only_val:1 | usda_only_holdout:1,,
715,sundried tomato and asiago cheese flavored seasoning,sundried tomato and asiago cheese flavored seasoning,11,yes,milk,Vegetarian | Pescatarian | Gluten-free,Vegan,allergen:milk,"sundried tomato and asiago cheese flavored seasoning (corn maltodextrin, natural flavors, salt, tomato powder, cheddar cheese solids milk, bacterial cultures, salt, enzymes , dehydrated sundried tomato (11)",usda_only_train:7 | usda_only_val:2 | usda_only_holdout:2,,
715,provolone cheese with smoke flavor pasteurized milk,provolone cheese with smoke flavor pasteurized milk,10,yes,milk,Vegetarian | Pescatarian | Gluten-free,Vegan,allergen:milk,provolone cheese with smoke flavor pasteurized milk (10),usda_only_train:6 | usda_only_val:3 | usda_only_holdout:1,,
715,white cheddar cheese flavored powder organic whey,white cheddar cheese flavored powder organic whey,10,yes,milk,Vegetarian | Pescatarian | Gluten-free,Vegan,allergen:milk,organic white cheddar cheese flavored powder organic whey (10),usda_only_train:7 | usda_only_holdout:2 | usda_only_val:1,,
715,natural and artificial flavor includes milk,natural and artificial flavor includes milk,9,yes,milk,Vegetarian | Pescatarian | Gluten-free,Vegan,allergen:milk,natural and artificial flavor includes milk (9),usda_only_val:4 | usda_only_train:3 | usda_only_holdout:2,,
715,natural cheese flavor cheddar cheese,natural cheese flavor cheddar cheese,9,yes,milk,Vegetarian | Pescatarian | Gluten-free,Vegan,allergen:milk,natural cheese flavor cheddar cheese (9),usda_only_train:5 | usda_only_val:4,,
715,natural flavors milk,natural flavors milk,9,yes,milk,Vegetarian | Pescatarian | Gluten-free,Vegan,allergen:milk,natural flavors milk (9),usda_only_train:7 | usda_only_val:2,,
715,chocolate flavored swirl,chocolate flavored swirl,8,yes,milk,Vegetarian | Pescatarian | Gluten-free,Vegan,allergen:milk | evidence:surface_form,"chocolate flavored swirl (corn syrup, water, sugar, cocoa, modified corn starch, cocoa processed with alkali, salt, nonfat dry milk, carrageenan, natural flavor, potassium sorbate preservative , citric acid) (8)",usda_only_train:6 | usda_only_val:1 | usda_only_holdout:1,,
715,graham flavor base,graham flavor base,8,yes,wheat,Vegan | Vegetarian | Pescatarian,Gluten-free,diet_block:gluten_free,"graham flavor base (corn syrup, water, sugar, food starch-modified, natural flavor, caramel color, molasses, salt) (8)",usda_only_train:5 | usda_only_holdout:2 | usda_only_val:1,,
715,natural and artificial butter flavor butter,natural and artificial butter flavor butter,8,yes,milk,Vegetarian | Pescatarian | Gluten-free,Vegan,allergen:milk,"natural and artificial butter flavor butter (cream, milk) (8)",usda_only_train:6 | usda_only_holdout:2,,
715,natural and artificial butter flavor maltodextrin,natural and artificial butter flavor maltodextrin,8,yes,milk,Vegetarian | Pescatarian | Gluten-free,Vegan,allergen:milk,natural and artificial butter flavor maltodextrin (8),usda_only_train:6 | usda_only_holdout:2,,
715,natural and artificial flavor milk,natural and artificial flavor milk,8,yes,milk,Vegetarian | Pescatarian | Gluten-free,Vegan,allergen:milk,natural and artificial flavor milk (8),usda_only_train:6 | usda_only_val:2,,
715,natural butter flavor whey,natural butter flavor whey,8,yes,milk,Vegetarian | Pescatarian | Gluten-free,Vegan,allergen:milk,natural butter flavor whey (8),usda_only_train:8,,
715,romano cheese flavor romano cheese from cow s milk pasteurized milk,romano cheese flavor romano cheese from cow's milk pasteurized milk,8,yes,milk,Vegetarian | Pescatarian | Gluten-free,Vegan,allergen:milk,romano cheese flavor romano cheese from cow's milk pasteurized milk (8),usda_only_train:7 | usda_only_holdout:1,,
715,vanilla flavored ice cream,vanilla flavored ice cream,8,yes,milk,Vegetarian | Pescatarian | Gluten-free,Vegan,allergen:milk,"vanilla flavored ice cream (milk, cream, skim milk, buttermilk, whey, sugar, corn syrup (7) | vanilla flavored ice cream (cream, milk, buttermilk, whey, sugar, corn syrup, skim milk, chocolate ice cream (cream, buttermilk, milk, whey, sugar, skim milk, corn syrup, cocoa processed with alkali, chocolate flavored wafers (wheat flour, sugar, caramel color, dextrose, palm oil, corn flour, vanilla flavored wafers (wheat flour, sugar, soybean oil, palm oil, corn syrup (1)",usda_only_train:4 | usda_only_holdout:4,,
715,yogurt flavored confectionery coating,yogurt flavored confectionery coating,8,yes,milk,Vegetarian | Pescatarian | Gluten-free,Vegan,allergen:milk,"yogurt flavored confectionery coating (sugar, partially hydrogenated palm kernel oil, yogurt powder cultured skim milk, cultured whey protein concentrate, yogurt cultures , nonfat milk powder, reduced mineral whey powder (8)",usda_only_train:5 | usda_only_holdout:2 | usda_only_val:1,,
705,white chocolate flavored coating,white chocolate flavored coating,80,yes,milk | soy,Vegetarian | Pescatarian | Gluten-free,Vegan,allergen:milk | allergen:soy | evidence:surface_form,"white chocolate flavored coating (sugar, vegetable fat palm and/or palm kernel , nonfat dry milk, dry whole milk, soy lecithin emulsifier , titanium dioxide color , vanillin artificial flavor ) (30) | white chocolate flavored coating (sugar, vegetable fat palm and/or palm kernel , nonfat dry milk, whole milk powder, soy lecithin emulsifier , titanium dioxide color , vanillin artificial flavor ) (17) | white chocolate flavored coating (sugar, vegetable oil palm kernel and/or palm oil , milk, whey, buttermilk, lactose milk , soy lecithin an emulsifier , natural vanilla flavoring) (6) | white chocolate flavored coating (sugar, vegetable fat palm and/or palm kernel , nonfat dry milk, whole milk powder, soy lecithin emulsifier . titanium 1 dioxide color , vanillin artificial flavor ) (6) | white chocolate flavored coating (sugar, vegetable fat palm and/or palm kernel) (5)",usda_only_train:54 | usda_only_holdout:15 | usda_only_val:11,,
705,milk chocolate flavored chip,milk chocolate flavored chip,59,yes,milk | soy,Vegetarian | Pescatarian | Gluten-free,Vegan,allergen:milk | allergen:soy | evidence:surface_form,"milk chocolate flavored chips (sugar, palm kernel and/or palm oil, cocoa processed with alkali, nonfat milk, soy lecithin, vanilla extract) (50) | milk chocolate flavored chip (sugar, palm kernel and/or palm oil, cocoa processed with alkali, nonfat milk, soy lecithin, vanilla extract) (4) | milk chocolate flavored chips (sugar, palm kernel and/or palm oil, dutch cocoa processed with alkali , nonfat milk, soy lecithin, vanilla extract) (3) | milk chocolate flavored chips (sugar, palm kernel and/or palm oil, cocoa processed with alkali , nonfat milk, soy lecithin, vanilla extract) (2)",usda_only_train:39 | usda_only_val:13 | usda_only_holdout:7,,
705,candy coated chocolate flavored piece,candy coated chocolate flavored piece,58,yes,milk | soy,Vegetarian | Pescatarian | Gluten-free,Vegan,allergen:milk | allergen:soy | evidence:surface_form,"candy coated chocolate flavored pieces (sugar, hydrogenated palm kernel oil, cocoa powder, whey, nonfat milk, soy lecithin, vanilla, color red 40 lake, yellows 5 and 6 lake and other color added , gum arabic, corn syrup, confectioner's glaze carnauba wax, mineral oil ) (33) | candy coated chocolate flavored pieces ( sugar, hydrogenated palm kernel oil, cocoa powder, whey, nonfat milk, soy lecithin, vanilla, color red 40 lake, yellows 5 and 6 lake and other color added , gum arabic, corn syrup, confectioner's glaze carnauba wax, mineral oil ) (10) | candy coated chocolate flavored pieces (sugar, hydrogenated palm kernel oil, cocoa powder, whey, nonfat milk, soy lecithin, vanilla, sugar, artificial coloring includes red 40 lake, yellow 5 lake, yellow 6 lake , gum arabic, corn syrup, confectioner's glaze carnauba wax, mineral oil ) (10) | candy coated chocolate flavored pieces (sugar, hydrogenated palm kernel oil, cocoa powder, whey, nonfat milk, soy lecithin, vanilla, artificial coloring includes red 40 lake, yellow 5 lake, yellow 6 lake , gum arabic, corn syrup, confectioner's glaze carnauba wax, mineral oil ) (3) | candy coated chocolate flavored pieces (sugar, hydrogenated palm kernel oil, cocoa powder, whey, nonfat milk, soy lecithin, vanilla, color yellow 5 and 6 lake, red 40 lake and other color added , corn syrup, gum arabic, confectioner's glaze carnauba wax, mineral oil ) (2)",usda_only_train:36 | usda_only_holdout:12 | usda_only_val:10,,
705,blueberry flavored bit,blueberry flavored bit,44,yes,soy | wheat,Vegan | Vegetarian | Pescatarian,Gluten-free,allergen:soy | diet_block:gluten_free | evidence:surface_form,"blueberry flavored bits (sugar, yellow corn flour, modified food starch, dextrose, maltodextrin, cottonseed fiber, canola oil, corn syrup solids, natural and artificial flavor, red 40 lake, blue 2 lake, blue 1 lake) (8) | blueberry flavored bits (dextrose, sugar, wheat flour, modified corn starch, soybean oil, natural and artificial flavor, blueberries, cellulose gum, citric acid, maltodextrin, blue 2 lake, red 40 lake) (8) | blueberry flavored bits (sugar, corn syrup, modified food starch corn , corn cereal, cottonseed fiber, partially hydrogenated vegetable oil cottonseed and/or soybean , natural and artificial flavor, red 40 lake, blue 2 lake, and blue 1 lake) (6) | blueberry flavored bits (sugar, wheat flour, corn cereal, soybean oil, wheat starch, natural and artificial flavors, blue #2 and red #40) (5) | blueberry flavored bits (dextrose, sugar, wheat flour, modified cornstarch, soybean oil, natural and artificial flavor, blueberries, cellulose gum, citric acid, maltodextrin, blue 2 lake, red 40 lake) (4)",usda_only_train:30 | usda_only_holdout:10 | usda_only_val:4,,
705,chocolatey flavored chip,chocolatey flavored chip,41,yes,milk | soy,Vegetarian | Pescatarian | Gluten-free,Vegan,allergen:milk | allergen:soy | evidence:surface_form,"chocolatey flavored chips (sugar, palm and palm kernel oil, cocoa processed with alkali, soy lecithin, natural flavor, milk, salt) (21) | chocolatey flavored chips (sugar, hydrogenated palm kernel oil, cocoa, whey, cocoa processed with alkali, nonfat dry milk, soy lecithin, artificial flavor) (7) | chocolatey flavored chips (sugar, palm and palm kernel oil, cocoa processed with alkali, soy lecithin, natural flavor, whole milk solids, salt) (6) | chocolatey flavored chips (sugar, partially hydrogenated palm kernel oil, cocoa, whey, cocoa processed with alkali, nonfat dry milk, soy lecithin, artificial flavor) (4) | chocolatey flavored chips (sugar, hydrogenated palm kernel oil, cocoa powder, milk, dextrose, cocoa processed with alkali, whole milk, soy lecithin, artificial flavor) (2)",usda_only_train:29 | usda_only_val:6 | usda_only_holdout:6,,
