priority_score,normalized_name,canonical_name,lookup_count,is_ready,allergens,diets,blocked_diets,reason_codes,top_surface_forms,datasets,review_status,review_notes
1780,donut mix,donut mix,12,no,soy | wheat,Vegan | Vegetarian | Pescatarian,Gluten-free,allergen:soy | diet_block:gluten_free | evidence:surface_form | review:product_style | review:surface_form_composite,"donut mix (enriched bleached wheat flour wheat flour, malted barley, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid , soybean oil, soy flour (3) | donut mix (enriched bleached wheat flour wheat flour, niacin, iron, thiamin mononitrate, riboflavin, folic acid , sugar, cocoa processed with alkali, dextrose, soybean oil, donut coating: powdered sugar, water, sugar, icing stabilizer (calcium carbonate, sugar, calcium sulfate, dextrose, agar, guar gum, sodium hexametaphosphate, monoglycerides) (3) | donut mix (enriched bleached wheat flour wheat flour, malted barley, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid , soybean oil, soy flour, sugar, palm oil, glycerine (2) | donut mix (enriched bleached wheat flour wheat flour, malted barley flour, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid , soybean oil, soy flour (2) | donut mix (enriched wheat flour flour, malted barley flour, niacin, iron, thiamine mononitrate, riboflavin, folic acid , soybean oil, egg yolks, leavening sodium acid pyrophosphate, baking soda , soy flour (1)",usda_only_train:7 | usda_only_val:3 | usda_only_holdout:2,,
1780,multi grain mix,multi grain mix,10,no,sesame | wheat,Vegan | Vegetarian | Pescatarian,Gluten-free,allergen:sesame | diet_block:gluten_free | evidence:surface_form | review:product_style | review:surface_form_composite,"multi grain mix (rye flour, cracked wheat, corn grits, barley flakes, rolled oats, rye malt, sesame seeds, flax seeds, millet, wheat flour, wheat gluten, malted barley flour, malted barley extract, spices, ascorbic acid) (5) | multi grain mix (rye flour, cracked wheat, corn grits, barley flakes, rolled oats, rye malt, sesame seeds, flax seed, millet, wheat flour, wheat gluten, malted barley flour, malted barley extract, spices, ascorbic acid) (3) | multi grain mix (rye flour, cracked wheat, corn grits, barley flakes, rolled oats, rye malt, sesame seeds, flaxseeds, millet, wheat flour, wheat gluten, malted barley flour, malted barley extract, spices, ascorbic acid) (2)",usda_only_train:6 | usda_only_holdout:3 | usda_only_val:1,,
1780,chipotle tortilla,chipotle tortilla,9,no,soy | wheat,Vegan | Vegetarian | Pescatarian,Gluten-free,allergen:soy | diet_block:gluten_free | evidence:surface_form | review:product_style | review:surface_form_composite,"chipotle tortilla (enriched bleached wheat flour flour, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid , water, soybean oil (7) | chipotle tortilla (enriched bleached wheat flour flour, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid) (2)",usda_only_train:7 | usda_only_val:2,,
1780,graham crust,graham crust,9,no,soy | wheat,Vegan | Vegetarian | Pescatarian,Gluten-free,allergen:soy | diet_block:gluten_free | evidence:surface_form | review:product_style | review:surface_form_composite,"graham crust (enriched flour wheat flour, niacin, reduced iron, vitamin b1 (thiamine mononitrate), vitamin b2 (riboflavin), folic acid , invert sugar, whole wheat flour, vegetable oil soybean, palm and palm kernel oil with tbhq (9)",usda_only_train:5 | usda_only_val:4,,
1780,12 grain bread,12 grain bread,8,no,sesame | wheat,Vegan | Vegetarian | Pescatarian,Gluten-free,allergen:sesame | diet_block:gluten_free | evidence:surface_form | review:product_style | review:surface_form_composite,"12 grain bread (100% whole grain whole wheat flour, water, brown sugar, wheat gluten, yeast, rye, oats, barley, corn millet, rice flour, canola oil (non-hydrogenated), triticale, sunflower nutmeats, sesame seeds, flaxmeal, buckwheat, salt, raisin juice concentrate (4) | 12 grain bread (100% whole grain whole wheat flour, water, brown sugar, wheat gluten, yeast, rye, oats, barley, corn millet, rice flour, canola oil (non-hydrogrenated), triticale, sunflower nutmeats, sesame seeds, flaxmeal, buckwheat, salt, raisin juice concentrate (4)",usda_only_train:5 | usda_only_val:3,,
1780,7 grain bread,7 grain bread,8,no,sesame | wheat,Vegan | Vegetarian | Pescatarian,Gluten-free,allergen:sesame | diet_block:gluten_free | evidence:surface_form | review:product_style | review:surface_form_composite,"7 grain bread (enriched flour, water, whole wheat flour, sunflower seed, sesame seeds, flax seeds, brown sugar, rolled oats (4) | 7 grain bread (enriched flour, water, whole wheat flour, sunflower seeds, sesame seeds, flax seeds, brown sugar, rolled oats (4)",usda_only_train:5 | usda_only_val:2 | usda_only_holdout:1,,
1780,biscuit crust,biscuit crust,8,no,soy | wheat,Vegan | Vegetarian | Pescatarian,Gluten-free,allergen:soy | diet_block:gluten_free | evidence:surface_form | review:product_style | review:surface_form_composite,"biscuit crust (enriched flour wheat flour, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid , water, palm oil, sugar, soybean oil, bread crumbs wheat flour, sugar, yeast, salt (8)",usda_only_train:5 | usda_only_holdout:2 | usda_only_val:1,,
1780,carrot cake,carrot cake,8,no,soy | wheat,Vegan | Vegetarian | Pescatarian,Gluten-free,allergen:soy | diet_block:gluten_free | evidence:surface_form | review:product_style | review:surface_form_composite,"carrot cake (sugar, enriched wheat flour bleached flour, niacin, iron, thiamine mononitrate, riboflavin, folic acid , soybean oil, dextrose, dried carrots, food starch-modified (6) | carrot cake (sugar, enriched wheat flour bleached flour, niacin, iron, thiamine mononitrate, riboflavin, folic acid , soybean oil, dextrose, dried carrots, food starch-modified,) (2)",usda_only_train:6 | usda_only_val:2,,
1780,pie top crust,pie top crust,8,no,soy | wheat,Vegan | Vegetarian | Pescatarian,Gluten-free,allergen:soy | diet_block:gluten_free | evidence:surface_form | review:product_style | review:surface_form_composite,"pie top crust (enriched flour wheat flour, niacin, ferrous sulfate, thiamin mononitrate, riboflavin, folic acid , pie shortening palm oil, soybean oil , water (8)",usda_only_train:6 | usda_only_val:1 | usda_only_holdout:1,,
1780,chicken fajita mix,chicken fajita mix,7,no,soy,Gluten-free,Pescatarian | Vegan | Vegetarian,allergen:soy | diet_block:meat | evidence:surface_form | review:product_style | review:surface_form_composite,"chicken fajita mix (fully cooked shredded chicken chicken breast meat, vegetable oil, lemon juice, vinegar, garlic, salt, parsley, black pepper , red peppers, onions, samba salsa tomatoes, red onions, fresh cilantro, jalapeno peppers, garlic powder, salt, ground black pepper, ground white pepper , adobo salt, monosodium glutamate, garlic, onion, tricalcium phosphate anti-caking agent , oregano, turmeric , soybean oil) (5) | chicken fajita mix (fully cooked shredded chicken chicken breast meat, vegetable oil, lemon juice, vinegar, garlic, salt, parsley, black pepper , red peppers, onions, samba salsa tomatoes, red onions, fresh cilantro, jalapeno peppers, garlic powder, salt, ground black pepper, ground white pepper , soybean oil, kosher salt, onion powder, granulated garlic, white pepper) (2)",usda_only_train:5 | usda_only_val:1 | usda_only_holdout:1,,
1780,herb seasoned stuffing,herb-seasoned stuffing,7,no,soy | wheat,Vegan | Vegetarian | Pescatarian,Gluten-free,allergen:soy | diet_block:gluten_free | evidence:surface_form | review:product_style | review:surface_form_composite,"herb-seasoned stuffing (water, bread cubes enriched wheat flour wheat flour, niacin, reduced iron, thiamin mononitrate, riboflavin, folic acid , whole wheat flour, high fructose corn syrup, salt, vegetable shortening, dehydrated onions, yeast, grain vinegar, wheat gluten, sage, basil, black pepper, soybean oil, soy lecithin , onions, flavoring, salt) (6) | herb-seasoned stuffing (water, bread cubes enriched wheat flour wheat flour, niacin, reduced iron, thiamin mononitrate, riboflavin, folic acid , whole wheat-flour, high fructose corn syrup, salt, vegetable shortening, dehydrated onions, yeast, grain vinegar, wheat gluten, sage, basil, black pepper, soybean oil, soy lecithin , onions, flavoring, salt) (1)",usda_only_train:5 | usda_only_val:2,,
1780,lemon cilantro wrap,lemon cilantro wrap,7,no,soy | wheat,Vegan | Vegetarian | Pescatarian,Gluten-free,allergen:soy | diet_block:gluten_free | evidence:surface_form | review:product_style | review:surface_form_composite,"lemon cilantro wrap (enriched wheat flour, water, soybean oil (7)",usda_only_train:5 | usda_only_val:1 | usda_only_holdout:1,,
1755,cooked enriched pasta,cooked enriched pasta,461,no,egg | soy | wheat,Vegetarian | Pescatarian,Gluten-free | Vegan,allergen:egg | allergen:soy | diet_block:gluten_free | evidence:surface_form | review:product_style | review:surface_form_composite,"cooked enriched pasta (water, enriched wheat flour durum wheat semolina, niacin, ferrous sulfate iron , thiamine mononitrate, riboflavin, folic acid ) (65) | cooked enriched pasta (water, enriched wheat flour durum wheat semolina, niacin, ferrous sulfate iron , thiamine mononitrate, riboflavin, folic acid , soybean oil, dried egg whites) (58) | cooked enriched pasta (water, durum flour durum wheat semolina, niacin, ferrous sulfate iron , thiamine mononitrate, riboflavin, folic acid , soybean oil, dried egg whites) (43) | cooked enriched pasta (water, durum flour durum wheat semolina, niacin, ferrous sulfate iron , thiamine mononitrate, riboflavin, folic acid ) (30) | cooked enriched pasta (water, enriched wheat flour durum wheat semolina, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid ) (22)",usda_only_train:312 | usda_only_val:82 | usda_only_holdout:67,,
1755,cooked pasta,cooked pasta,440,no,egg | soy | wheat,Vegetarian | Pescatarian,Gluten-free | Vegan,allergen:egg | allergen:soy | diet_block:gluten_free | evidence:surface_form | review:product_style | review:surface_form_composite,"cooked pasta (water, durum wheat semolina, soybean oil) (53) | cooked pasta (water, enriched wheat flour durum wheat semolina, niacin, ferrous sulfate iron , thiamine mononitrate, riboflavin, folic acid , soybean oil, egg white) (48) | cooked pasta (water, semolina wheat flour, wheat gluten) (43) | cooked pasta (water, durum wheat semolina) (30) | cooked pasta (water, semolina wheat flour) (18)",usda_only_train:278 | usda_only_val:99 | usda_only_holdout:59 | openfoodfacts_targeted:4,,
1755,honey wheat pizza crust,honey wheat pizza crust,16,no,wheat,Vegetarian | Pescatarian,Gluten-free | Vegan,diet_block:gluten_free | diet_block:vegan_only | evidence:surface_form | review:product_style | review:surface_form_composite,"honey wheat pizza crust (enriched flour wheat flour, malted barley flour, niacin, iron, thiamine mononitrate, riboflavin, folic acid , water, whole wheat flour (16)",usda_only_train:8 | usda_only_holdout:5 | usda_only_val:3,,
1745,batter,batter,86,no,milk | wheat,Vegetarian | Pescatarian,Gluten-free | Vegan,allergen:milk | diet_block:gluten_free | evidence:surface_form | review:product_style | review:surface_form_composite,"batter (water, yellow corn flour, corn starch, salt, spices, guar gum, leavening sodium acid pyrophosphate, sodium bicarbonate, monocalcium phosphate , garlic powder) (16) | batter (water, wheat flour, modified corn starch, wheat gluten, salt, spices including celery seed , sugar, sodium diacetate, leavening sodium acid pyrophosphate, sodium bicarbonate , onion powder, garlic powder, spice extractives, yeast extract, extractives of paprika, xanthan gum) (9) | batter (enriched wheat flour wheat flour, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid , sugar, degermed yellow corn meal (7) | batter (enriched wheat flour (wheat flour, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid), sugar, degermed yellow corn meal (7) | batter (water, wheat flour, modified corn starch, salt) (6)",usda_only_train:60 | usda_only_val:16 | usda_only_holdout:10,,
1745,penne pasta,penne pasta,68,no,egg | wheat,Vegetarian | Pescatarian,Gluten-free | Vegan,allergen:egg | diet_block:gluten_free | evidence:surface_form | review:product_style | review:surface_form_composite,"penne pasta (water, durum semolina wheat, egg whites, niacin, ferrous sulfate, thiamine mononitrate, riboflavin, folic acid) (18) | penne pasta (water, durum wheat, egg whites, niacin, ferrous sulfate, thiamine mononitrate, riboflavin, folic acid) (10) | penne pasta (semolina wheat , durum flour, niacin, iron ferrous sulfate , thiamine mononitrate, riboflavin, folic acid) (7) | penne pasta (semolina from durum wheat, ferrous sulfate, niacin, thiamin mononitrate, riboflavin. folic acid) (6) | penne pasta (cooked penne pasta (semolina wheat , enriched with niacin, ferrous sulfate, thiamin mononitrate, riboflavin, folic acid), soybean oil (6)",usda_only_train:42 | usda_only_holdout:17 | usda_only_val:9,,
1745,enriched macaroni pasta,enriched macaroni pasta,63,no,egg | wheat,Vegetarian | Pescatarian,Gluten-free | Vegan,allergen:egg | diet_block:gluten_free | evidence:surface_form | review:product_style | review:surface_form_composite,"enriched macaroni pasta (semolina, egg whites, niacin, ferrous sulfate, thiamine mononitrate, riboflavin, folic acid) (54) | enriched macaroni pasta (semolina wheat , egg whites, niacin, ferrous sulfate, thiamine mononitrate, riboflavin, folic acid) (9)",usda_only_train:44 | usda_only_val:9 | usda_only_holdout:9 | openfoodfacts_targeted:1,,
1745,enriched penne pasta,enriched penne pasta,63,no,egg | wheat,Vegetarian | Pescatarian,Gluten-free | Vegan,allergen:egg | diet_block:gluten_free | evidence:surface_form | review:product_style | review:surface_form_composite,"enriched penne pasta (wheat flour, water, egg white solids, niacin, ferrous sulfate iron , thiamin mononitrate, riboflavin, folic acid) (55) | enriched penne pasta (semolina wheat flour, egg whites, niacin, ferrous sulfate, thiamine mononitrate, riboflavin, folic acid) (4) | enriched penne pasta (durum wheat flour, water, egg white solids, niacin, ferrous sulfate iron , thiamin mononitrate, riboflavin, folic acid) (4)",usda_only_train:45 | usda_only_val:10 | usda_only_holdout:8,,
1745,penne rigate pasta,penne rigate pasta,51,no,egg | wheat,Vegetarian | Pescatarian,Gluten-free | Vegan,allergen:egg | diet_block:gluten_free | evidence:surface_form | review:product_style | review:surface_form_composite,"penne rigate pasta (semolina wheat, egg white) (22) | penne rigate pasta (semolina wheat, wheat flour, egg whites*) (9) | penne rigate pasta (semolina wheat, dried egg whites) (3) | penne rigate pasta (wheat flour, semolina wheat, egg white*) (3) | penne rigate pasta (semolina wheat, egg whites*) (3)",usda_only_train:25 | usda_only_val:13 | usda_only_holdout:12 | openfoodfacts_targeted:1,,
1745,partially cooked spaetzle dumpling,partially cooked spaetzle dumpling,39,no,egg | wheat,Vegetarian | Pescatarian,Gluten-free | Vegan,allergen:egg | diet_block:gluten_free | evidence:surface_form | review:product_style | review:surface_form_composite,"partially cooked spaetzle dumpling (water, durum wheat flour, egg, salt, spice, natural flavor, turmeric color ) (26) | partially cooked spaetzle dumpling (water, durum wheat flour, eggs, salt, spices, natural flavor, turmeric color ) (13)",usda_only_train:29 | usda_only_val:5 | usda_only_holdout:5,,
1745,dumpling,dumpling,37,no,egg | wheat,Vegetarian | Pescatarian,Gluten-free | Vegan,allergen:egg | diet_block:gluten_free | evidence:surface_form | review:product_style | review:surface_form_composite,"dumplings (enriched wheat flour niacin, iron, thiamine mononitrate, riboflavin, folic acid , water, whole eggs, enriched durum flour niacin, iron, thiamine mononitrate, riboflavin, folic acid , salt, spices, sugar, yeast, turmeric) (6) | dumplings (water, bleached enriched wheat flour wheat flour, malted barley flour, niacin, ferrous sulfate, thiamine mononitrate, riboflavin, folic acid , egg, soybean oil, salt) (5) | dumplings (filling pork, green cabbage, leeks, pork fat, green onions, egg whites egg whites, guar gum, triethyl citrate , concentrated chicken broth, sesame oil, ginger, corn starch, garlic, salt, corn maltodextrin, soybean oil, soy sauce fermented soybeans, wheat, salt , mushroom extract, red chili peppers, water, citric acid, distilled vinegar, xanthan gum , wrapper wheat flour, water, salt, sodium tripolyphosphate ) (4) | dumplings (water, bleached enriched wheat flour wheat flour, malted barley flour, niacin, ferrous sulfate, thiamine mononitrate, riboflavin, folic acid , palm oil with beta carotene added , enriched durum wheat flour durum wheat flour, niacin, ferrous sulfate, thiamine mononitrate, riboflavin, folic acid , eggs, salt, egg yolks) (4) | dumplings (cream, wheat flour, whole milk, cream of tartar, sodium bicarbonate, dried parsley, salt, black pepper) (3)",usda_only_train:20 | usda_only_val:12 | usda_only_holdout:5,,
1745,sweet roll,sweet roll,35,no,milk | wheat,Vegetarian | Pescatarian,Gluten-free | Vegan,allergen:milk | diet_block:gluten_free | evidence:surface_form | review:product_style | review:surface_form_composite,"sweet roll (enriched flour wheat flour, malted barley flour, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid , water, sugar, liquid sugar sugar, water , butter pasteurized cream, salt , eggs (11) | sweet roll (enriched flour wheat flour, enzyme, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid , water, sugar, liquid sugar sugar, water , butter pasteurized cream, salt , eggs (7) | sweet rolls (enriched flour wheat flour, enzyme, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid , water, sugar, liquid sugar sugar, water , butter pasteurized cream, salt , eggs (7) | sweet rolls (enriched flour wheat flour, malted barley flour, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid , water, sugar, liquid sugar sugar, water , butter pasteurized cream, salt , eggs, browned in cottonseed oil) (6) | sweet rolls (enriched flour wheat flour, malted barley flour, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid , water, sugar, liquid sugar sugar, water , butter pasteurized cream salt , eggs, browned in cottonseed oil) (3)",usda_only_train:25 | usda_only_val:6 | usda_only_holdout:4,,
1745,pretzel roll,pretzel roll,28,no,milk | wheat,Vegetarian | Pescatarian,Gluten-free | Vegan,allergen:milk | diet_block:gluten_free | evidence:surface_form | review:product_style | review:surface_form_composite,"pretzel roll (enriched wheat flour wheat flour, malted barley flour, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid , water, vegetable oil shortening palm oil, modified palm oil , sugar, yeast, butter pasteurized cream, starter culture, lactic acid , salt (8) | pretzel roll (enriched wheat flour wheat flour, malted barley flour, niacin, iron, thiamin mononitrate, riboflavin, folic acid) (6) | pretzel roll (enriched wheat flour wheat flour, malted barley flour, niacin, iron, thiamine mononitrate, riboflavin, folic acid , water, sugar, palm oil, nonfat milk, salt, yeast, dough conditioner wheat flour, wheat gluten (4) | pretzel roll (enriched wheat flour (wheat flour, malted barley flour, niacin, iron, thiamine mononitrate, riboflavin, folic acid), water, sugar, palm oil, nonfat milk, salt, yeast, dough conditioner (wheat flour, wheat gluten (4) | pretzel roll (enriched flour wheat flour, malted barley flour, niacin, reduced iron, thiamin mononitrate, riboflavin, folic acid , water, soybean oil, invert sugar (2)",usda_only_train:15 | usda_only_val:9 | usda_only_holdout:4,,
1745,multigrain bread,multigrain bread,26,no,wheat,,Gluten-free | Pescatarian | Vegan | Vegetarian,diet_block:animal_derivative | diet_block:gluten_free | diet_block:vegan_only | evidence:surface_form | review:product_style | review:surface_form_composite,"multigrain bread (water, white whole wheat flour, unbleached flour wheat, malted barley , sunflower seed, brown sugar wheat gluten, flax seed, wheat bran cracked wheat oat meal, rye meal honey, barley flour millet buckwheat flour, yeast molasses, palm oil, cultured wheat, coated with: sugar, gelatin, brown sugar natural flavor) (8) | multigrain bread (water, white whole wheat flour wheat, malted barley wheat gluten, sunflower seeds, brown sugar, flaxseed, wheat bran, crecked wheat, oatmeal, rye meal, honey, barley flakes, millet, buckwheat flour, yeast, molasses, palm oil, cultured wheat flour (5) | multigrain bread (enriched unbleached wheat flour wheat flour, malted barley flour, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid , water, whole wheat flour (4) | multigrain bread (stone ground whole white wheat flour unbleached, unbromated enriched wheat flour, malted barley flour, niacin, reduced iron, thiamine mononitrate, riboflavin and folic acid , water, rye flour, rye chops, yeast (4) | multigrain bread (all purpose flour (wheat flour, niacin, reduced iron, thiamin mononitrate, riboflavin, folic acid), water, whole wheat flour (whole wheat flour), sugar, grain, coarse 7 grain (wheat, barley, oats, corn, flax seed, millet, rye), canola oil, molasses, sunflower seeds, salt, millet, flax seeds, anti-staling agent (wheat flour, monoglycerides, guar gum, corn syrup solids (4)",usda_only_train:17 | usda_only_val:7 | usda_only_holdout:2,,
1745,cooked enriched lasagna pasta,cooked enriched lasagna pasta,23,no,egg | wheat,Vegetarian | Pescatarian,Gluten-free | Vegan,allergen:egg | diet_block:gluten_free | evidence:surface_form | review:product_style | review:surface_form_composite,"cooked enriched lasagna pasta (water, semolina milled wheat, niacin, ferrous sulfate, thiamine mononitrate, riboflavin, folic acid ) (11) | cooked enriched lasagna pasta (water, semolina milled wheat, niacin, ferrous sulfate, thiamine mononitrate, riboflavin, folic acid , egg whites) (4) | cooked enriched lasagna pasta (water, pasta durum wheat semolina, niacin, ferrous sulfate iron , thiamine mononitrite, riboflavin, folic acid , egg whites) (4) | cooked enriched lasagna pasta (water, pasta durum wheat semolina, egg whites, niacin, ferrous sulfate iron , thiamine mononitrite, riboflavin, folic acid ) (2) | cooked enriched lasagna pasta (water, pasta durum wheat semolina, egg whites, niacin, ferrous sulfate iron , thiamine mononitrate, riboflavin, folic acid ) (2)",usda_only_train:15 | usda_only_holdout:7 | usda_only_val:1,,
1745,orzo pasta,orzo pasta,21,no,egg | wheat,Vegetarian | Pescatarian,Gluten-free | Vegan,allergen:egg | diet_block:gluten_free | evidence:surface_form | review:product_style | review:surface_form_composite,"orzo pasta (semolina wheat, egg white) (15) | orzo pasta (water, semolina wheat flour, egg white, niacin, ferrous sulfate, thiamine mononitrate, riboflavin, folic acid) (4) | orzo pasta (semolina wheat, egg white powder) (2)",usda_only_train:13 | usda_only_val:4 | usda_only_holdout:4,,
1745,cooked cavatappi pasta,cooked cavatappi pasta,20,no,egg | wheat,Vegetarian | Pescatarian,Gluten-free | Vegan,allergen:egg | diet_block:gluten_free | evidence:surface_form | review:product_style | review:surface_form_composite,"cooked cavatappi pasta (water, enriched semolina durum wheat semolina, niacin, ferrous sulfate, thiamine mononitrate, riboflavin, folic acid ) (7) | cooked cavatappi pasta (water, enriched macaroni semolina wheat , niacin, iron ferrous sulfate , thiamine mononitrate, riboflavin, folic acid ) (5) | cooked cavatappi pasta (water, enriched cavatappi semolina, egg whites, niacin, iron ferrous sulfate) (4) | cooked cavatappi pasta (durum wheat semolina enriched with iron, niacin, thiamin, mononitrate, riboflavin, folic acid , egg white) (2) | cooked cavatappi pasta (cavatappi pasta durum wheat semolina, niacin, ferrous sulfate iron , thiamin mononitrate, riboflavin, folic acid , water) (1)",usda_only_train:12 | usda_only_val:5 | usda_only_holdout:3,,
1745,curly pasta,curly pasta,20,no,egg | wheat,Vegetarian | Pescatarian,Gluten-free | Vegan,allergen:egg | diet_block:gluten_free | evidence:surface_form | review:product_style | review:surface_form_composite,"curly pasta (semolina wheat, egg, egg white) (10) | curly pasta (semolina wheat, wheat flour, egg white*, egg*) (3) | curly pasta (semolina wheat, dried egg) (3) | curly pasta (semolina wheat, egg*, egg white*) (2) | curly pasta (pea flour) (2)",usda_only_train:17 | usda_only_val:2 | usda_only_holdout:1,,
1740,flour tortilla,flour tortilla,186,no,soy | wheat,Vegan | Vegetarian | Pescatarian,Gluten-free,allergen:soy | diet_block:gluten_free | evidence:surface_form | review:product_style | review:surface_form_composite,"flour tortilla (wheat flour, water, canola oil (21) | flour tortillas (bleached wheat flour, malted barley flour, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid, salt, sodium bicarbonate, mono- and diglycerides, sodium aluminum phosphate, preservatives calcium propionate, potassium sorbate , sodium aluminum sulfate, fumaric acid, cornstarch, enriched wheat flour wheat flour, niacin, reduced iron, thiamin mononitrate, riboflavin, folic acid , calcium sulfate, and 2% or less of each of the following: guar gum, soybean oil, monocalcium phosphate, hydrogenated soybean oil, enzymes, sodium metabisulfite, palm oil, water) (11) | flour tortilla (enriched wheat flour wheat flour, malted barley, ferrous sulfate, niacin, thiamine mononitrate, riboflavin, folic acid , water, vegetable oil (10) | flour tortilla (water, enriched wheat flour wheat flour, malted barley flour, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid , yellow corn flour, wheat gluten, shortening soybean oil, hydrogenated cottonseed oil (8) | flour tortilla (enriched unbleached flour wheat flour, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid , water, vegetable shortening (7)",usda_only_train:119 | usda_only_val:36 | usda_only_holdout:31,,
1730,chicken salad,chicken salad,102,no,egg | soy,Gluten-free,Pescatarian | Vegan | Vegetarian,allergen:egg | allergen:soy | diet_block:meat | evidence:surface_form | review:product_style | review:surface_form_composite,"chicken salad (white chicken meat, mayonnaise soybean oil, water, whole eggs and egg yolks, vinegar, salt, sugar, lemon juice from concentrate , oleoresin paprika, natural flavors, calcium disodium edta used to protect quality , celery, bread crumbs bleached wheat flour, yeast, sugar, and salt , onions, seasoning maltodextrin, cultured dextrose, sodium diacetate, salt, egg white lysozyme, nisin preparation , sugar, salt, water, dehydrated onion, tabasco sauce distilled vinegar, red pepper, salt ) (19) | chicken salad (roasted pulled chicken breast chicken breast with rib meat, water, sea salt, vinegar , mayo blend mayonnaise (soybean oil, water, corn syrup, egg yolk (12) | chicken salad (chicken breast meat with rib meat chicken breast with rib meat, water, sea salt, vinegar , mayonnaise soybean oil, water, corn syrup, egg yolk (10) | chicken salad (roasted chicken breast with rib meat chicken breast with rib meat, water, sea salt, vinegar , mayonnaise soybean oil, water, corn syrup, egg yolk (7) | chicken salad (cooked chicken white meat, mayonnaise (soybean oil, water, egg yolk, egg, distilled white vinegar (7)",usda_only_train:67 | usda_only_val:18 | usda_only_holdout:17,,
1730,whole wheat flour tortilla,whole wheat flour tortilla,48,no,wheat,Vegan | Vegetarian | Pescatarian,Gluten-free,diet_block:gluten_free | review:product_style,whole wheat flour tortilla (48),usda_only_train:37 | usda_only_val:6 | usda_only_holdout:5,,
1730,pita bread,pita bread,19,no,wheat,Vegan | Vegetarian | Pescatarian,Gluten-free,diet_block:gluten_free | evidence:surface_form | review:product_style | review:surface_form_composite,"pita bread (enriched wheat flour (5) | pita bread (enriched wheat flour wheat flour, iron, thiamin, riboflavin b2 , folic acid , whole wheat flour, water, sugar, yeast, vital wheat gluten (5) | pita bread (enriched wheat flour wheat flour, iron, thiamin, riboflavin, folic acid , whole wheat flour, water, sugar, yeast, vital wheat gluten (5) | pita bread (unbleached unbromated enriched flour niacin b-complex vitamin , thiamine b1 vitamin , reduced iron, riboflavin b2 vitamin , folic acid , water and soybean oil. smoked turkey (turky breast and white turkey, turkey broth, pasteurized process sandwich slice (water, palm oil, modified food starch, casein milk , food starch, sodium citrate, salt, natural flavor, lactic acid, nonfat dry milk, xanthan, locust bean and guar gums, sorbic acid as preservative , artificial color, lecithin soy ) (4)",usda_only_train:14 | usda_only_holdout:3 | usda_only_val:2,,
1730,cooked enriched rotini pasta,cooked enriched rotini pasta,18,no,wheat,Vegan | Vegetarian | Pescatarian,Gluten-free,diet_block:gluten_free | evidence:surface_form | review:product_style | review:surface_form_composite,"cooked enriched rotini pasta (water, enriched pasta durum wheat semolina, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid ) (15) | cooked enriched rotini pasta (water, semolina wheat, niacin, ferrous sulfate, thiamine mononitrate, riboflavin, folic acid) (3)",usda_only_train:14 | usda_only_val:3 | usda_only_holdout:1,,
1730,enriched spaetzle dumpling,enriched spaetzle dumpling,17,no,wheat,Vegan | Vegetarian | Pescatarian,Gluten-free,diet_block:gluten_free | evidence:surface_form | review:product_style | review:surface_form_composite,"enriched spaetzle dumplings (water, enriched flour wheat flour, durum wheat flour, malted barley flour, niacin, ferrous sulfate, thiamine mononitrate, riboflavin, folic acid , eggs, salt, spices, natural flavor, oleoresin turmeric) (9) | enriched spaetzle dumplings (water, enriched flour wheat flour, durum wheat flour, malted barley, niacin, ferrous sulfate, thiamin, mononitrate, riboflavin, folic acid , eggs, salt, spices, natural flavor, oleoresin turmeric) (5) | enriched spaetzle dumplings (water, enriched flour wheat flour, durum wheat flour, malted barley flour, niacin, ferrous sulfate, thiamin mononitrate, riboflavin, folic acid , eggs, salt, spices, natural flavor, oleoresin turmeric) (2) | enriched spaetzle dumplings (water, enriched flour (wheat flour, durum wheat flour, malted barley flour, niacin, ferrous sulfate, thiamine mononitrate, riboflavin, folic acid , eggs, salt, spices, natural flavor, oleoresin turmeric), cooked chicken meat, carrots, celery, modified food starch (1)",usda_only_train:12 | usda_only_val:5,,
