priority_score,normalized_name,canonical_name,lookup_count,is_ready,allergens,diets,blocked_diets,reason_codes,top_surface_forms,datasets,review_status,review_notes
1755,oyster flavored sauce,oyster flavored sauce,39,no,shellfish,Pescatarian | Gluten-free,Vegan | Vegetarian,allergen:shellfish | review:product_style,"oyster flavored sauce (water, sugar, salt, oyster extractives oyster, water, salt , modified corn starch, caramel color) (25) | oyster flavored sauce (water, sugar, salt, oyster extract, modified corn starch, caramel color) (6) | oyster flavored sauce (water, sugar, salt, oyster extract oyster, water, salt , modified cornstarch, caramel color) (4) | oyster flavored sauce (water, sugar, salt, oyster extractives oyster, water,salt , modified corn starch, caramel color) (4)",usda_only_train:31 | usda_only_holdout:4 | usda_only_val:3 | openfoodfacts_targeted:1,,
1740,cheese sauce,cheese sauce,498,no,milk | soy,Vegetarian | Pescatarian | Gluten-free,Vegan,allergen:milk | allergen:soy | evidence:surface_form | review:product_style | review:surface_form_composite,"cheese sauce (whole milk, cheddar cheese milk, cheese cultures, salt, enzymes , heavy cream, butter cream, salt , water, potato flour, onions, rice starch, parmesan cheese part-skim milk, cheese cultures, salt, enzymes , sea salt, spices) (18) | cheese sauce (maltodextrin, semisoft cheese milk, cheese culture, salt, enzymes , whey, palm oil, salt, corn syrup solids, nonfat milk (16) | cheese sauce (cheddar cheese milk, cheese culture, salt, enzymes , whey, canola oil, skim milk, sodium phosphate (14) | cheese sauce (water, cultured milk, canola oil, cream, whey, modified food starch tapioca, corn , sodium phosphates, cheddar cheese pasteurized milk, culture, salt, enzymes , water, disodium phosphate, natural flavors, anhydrous butter oil, xanthan gum , salt, lactic acid, sorbic acid preservative , apo-carotenal color, enzymes) (14) | cheese sauce (cheddar cheese pasteurized milk, cheese culture, salt, enzymes , water, whey, milkfat, sodium citrate, modified food starch, salt, lactic acid, sodium alginate, enzymes) (13)",usda_only_train:326 | usda_only_val:91 | usda_only_holdout:80 | openfoodfacts_targeted:1,,
1740,alfredo sauce,alfredo sauce,108,no,milk | soy,Vegetarian | Pescatarian | Gluten-free,Vegan,allergen:milk | allergen:soy | evidence:surface_form | review:product_style | review:surface_form_composite,"alfredo sauce (water, palm oil, mozzarella cheese milk, cheese cultures, salt, enzymes , modified food starch, stabilizer modified food starch, sodium alginate, datem, locust bean gum, guar gum, maltodextrin , sodium phosphate, natural flavor, calcium phosphate, salt, sorbic acid as a preservative ) (18) | alfredo sauce (water, cream powder, cheese powder, wheat flour, corn starch, butter powder, salt, lactose, soy lecithin, natural flavors, xanthan gum, garlic powder, spice, guar gum) (11) | alfredo sauce (water, algal oil, mozzarella cheese milk, cheese cultures, salt, enzymes , food starch, stabilizer modified food starch, sodium alginate, datem, locust bean gum, guar gum, maltodextrin , sodium phosphate, natural flavor, salt, sorbic acid as a preservative ) (10) | alfredo sauce (water, cream, soybean oil, parmesan cheese part-skim milk, cheese culture, salt, enzymes , romano cheese from cow's milk cultured part-skim milk, salt, enzymes , sherry wine, nonfat dry milk, less than 2% of: salt, modified corn starch, parmesan cheese flavor parmesan cheese pasteurized milk, cultures, salt, enzymes , water, salt, disodium phosphate, sodium citrate , modified rice starch, gelatin, enzyme modified cream cream, water, salt , xanthan gum, guar gum, flavorings) (9) | alfredo sauce (water, cream milk , onion, blended grated cheeses milk salt, enzymes (7)",usda_only_train:75 | usda_only_val:20 | usda_only_holdout:13,,
1730,caesar dressing,caesar dressing,332,no,egg | milk | soy,Vegetarian | Pescatarian | Gluten-free,Vegan,allergen:egg | allergen:milk | allergen:soy | evidence:surface_form | review:product_style | review:surface_form_composite,"caesar dressing (soybean oil, water, parmesan cheese pasteurized milk, cheese cultures, salt, enzymes , egg yolks, red wine vinegar (69) | caesar dressing (soybean oil, water, parmesan cheese pasteurized milk, cheese culture, salt, enzymes, anti-caking agent , corn vinegar, eggs, corn syrup, salt, sugar (35) | caesar dressing (soybean oil, water, high fructose corn syrup, parmesan and romano cheese pasteurized milk, cheese culture, salt, enzymes , distilled vinegar, egg yolks, salt (26) | caesar dressing (water, soybean oil, parmesan cheese pasteurized part skim milk, cheese cultures, salt, enzymes , distilled vinegar, romano cheese pasteurized milk, cheese cultures, salt, enzymes , egg yolks, salt, corn syrup (18) | caesar dressing (soybean oil, vinegar, water, parmesan cheese (cultured milk, salt, enzymes), high fructose corn syrup, egg yolk (16)",usda_only_train:215 | usda_only_val:59 | usda_only_holdout:56 | openfoodfacts_targeted:2,,
1730,ranch dressing,ranch dressing,286,no,egg | milk | soy,Vegetarian | Pescatarian | Gluten-free,Vegan,allergen:egg | allergen:milk | allergen:soy | evidence:surface_form | review:product_style | review:surface_form_composite,"ranch dressing (soybean oil, buttermilk cultured pasteurized skim milk and milk, sodium citrate and salt , water, distilled vinegar, high fructose corn syrup, salt (34) | ranch dressing (soybean oil, water, buttermilk cultured pasteurized skim milk and milk, sodium citrate and salt , ranch seasoning and spices salt, modified food starch, monosodium glutamate, sugar, dried garlic, dried onion, natural and artificial flavor includes milk, soybean , whey protein concentrate, corn syrup, spices, xanthan gum, sorbic acid and calcium disodium edta as preservatives, citric acid, calcium stearate , egg yolks (29) | ranch dressing (canola oil, non fat buttermilk whey, water, skim milk powder, corn starch, tapioca starch, carrageenan, locust bean gum, culture , water, maltodextrin, white wine vinegar, egg yolk, salt, sugar, buttermilk powder, distilled vinegar, seasoning blend salt, maltodextrin, modified corn starch, dried onion, dried garlic, autolyzed yeast extract, natural flavor, spice, parsley, guar gum , sodium citrate, dextrose, xanthan gum, butter cream, salt , dried garlic, dried onion, spices, mustard flour, natural flavors, modified corn starch) (26) | ranch dressing (canola oil, nonfat buttermilk whey, water, skim milk powder, corn starch, tapioca starch, carrageenan, locust bean gum, culture , water, maltodextrin, white wine vinegar, egg yolk, salt, sugar, buttermilk powder, distilled vinegar, seasoning blend salt, maltodextrin, modified corn starch, dried onion, dried garlic, autolyzed yeast extract, natural flavor, spice, parsley, guar gum , sodium citrate, dextrose, xanthan gum, butter cream, salt , dried garlic, dried onion, spices, mustard flour, natural flavors, modified corn starch) (14) | ranch dressing (soybean oil, water, buttermilk cultured pasteurized skim milk and milk, sodium citrate and salt , ranch seasoning and spices salt, food starch- modified, monosodium glutamate, sugar, dried garlic, dried onion, natural and artificial flavor includes milk, soybean , whey protein concentrate, corn syrup, spices, xanthan gum, sorbic acid and calcium disodium edta as preservatives, citric acid, calcium stearate , egg yolks (12)",usda_only_train:191 | usda_only_holdout:51 | usda_only_val:44,,
1730,dressing,dressing,125,no,egg | milk | soy,Vegetarian | Pescatarian | Gluten-free,Vegan,allergen:egg | allergen:milk | allergen:soy | evidence:surface_form | review:product_style | review:surface_form_composite,"dressing (soybean oil, water, high fructose corn syrup, distilled vinegar, egg yolks, modified food starch (16) | dressing (water, soybean oil, white wine vinegar, salt, extra virgin olive oil (12) | dressing (water, canola oil, red wine vinegar, olive oil, sugar, salt, spices, dried garlic, dried bell pepper, xanthan gum) (7) | dressing (soybean oil, corn syrup, water, egg yolks, distilled vinegar, hidden valley ranch seasoning salt, dried onion, modified corn and tapioca starch, sugar, dried garlic, spices, maltodextrin, buttermilk, dextrose, natural and artificial flavors, lactic acid, calcium lactate, guar gum, disodium inosinate and guanylate, calcium stearate (7) | dressing (soybean oil, water, egg yolks, sour cream cultured cream (6)",usda_only_train:82 | usda_only_val:25 | usda_only_holdout:18,,
1730,sauce mix,sauce mix,43,no,milk,Vegetarian | Pescatarian | Gluten-free,Vegan,allergen:milk | evidence:surface_form | review:product_style | review:surface_form_composite,"sauce mix (nonfat dry milk, modified corn starch, sweet cream solids, salt, spice) (43)",usda_only_train:36 | usda_only_holdout:4 | usda_only_val:3,,
1720,sour dressing,sour dressing,27,no,milk | soy,Vegetarian | Pescatarian | Gluten-free,Vegan,allergen:milk | allergen:soy | evidence:surface_form | review:product_style | review:surface_form_composite,"sour dressing (water, soybean oil, skim milk, corn syrup solids, modified cornstarch, whey, sodium phosphate, locust bean gum, carrageenan, salt, natural flavor, potassium sorbate to preserve freshness, cultures) (8) | sour dressing (water, soybean oil, skim milk, corn syrup solids, modified corn starch, whey, sodium phosphate, locust bean gum, carrageenan, salt, natural flavor, preservative potassium sorbate , cultures) (7) | sour dressing (nonfat milk, palm oil, modified corn starch, soybean oil, mono and diglycerides, gelatin, lactic acid, guar gum, potassium sorbate preservative , citric acid, acetic acid, natural and artificial flavors, carrageenan, sodium phosphate, beta-carotene) (5) | sour dressing (water, soybean oil, skim milk, corn syrup solids, modified cornstarch, whey, sodium phosphate, locust bean gum, carrageenan, salt, natural flavor, potassium sorbate preservative , cultures) (4) | sour dressing (water, soybean oil, skim milk, corn syrup solids, modified cornstarch, whey, sodium phosphate, locust bean gum, carrageenan, salt, natural flavor, potassium sorbate to preserve freshness , cultures) (2)",usda_only_train:22 | usda_only_val:4 | usda_only_holdout:1,,
1720,chipotle ranch dressing,chipotle ranch dressing,26,no,milk | soy,Vegetarian | Pescatarian | Gluten-free,Vegan,allergen:milk | allergen:soy | evidence:surface_form | review:product_style | review:surface_form_composite,"chipotle ranch dressing (soybean oil, water, distilled vinegar, chipotle pepper puree water, chipotle pepper , sugar, tomato paste (7) | chipotle ranch dressing (cultured nonfat buttermilk water, nonfat dry milk, soybean oil, buttermilk cultures , soybean oil, water, distilled vinegar, chipotle peppers (7) | chipotle ranch dressing (cultured nonfat buttermilk water, nonfat dry milk, soybean oil, buttermilk cultures , soybean oil, water distilled vinegar, chipotle peppers (5) | chipotle ranch dressing (soybean oil, cultured buttermilk, distilled vinegar, water, fire roasted tomato, sugar, egg yolk, salt, white wine vinegar (4) | chipotle ranch dressing (cultured nonfat buttermilk, soybean oil, water, distilled vinegar, chipotle peppers (2)",usda_only_train:21 | usda_only_holdout:3 | usda_only_val:2,,
1690,cheese sauce mix,cheese sauce mix,328,no,milk,Vegetarian | Pescatarian | Gluten-free,Vegan,allergen:milk | review:product_style,"cheese sauce mix (whey, milk, corn syrup solids, milkfat, palm oil, modified food starch, milk protein concentrate, salt, maltodextrin, modified food starch, maltodextrin, potassium chloride, acetylated monoglycerides, salt, medium chain triglycerides (31) | cheese sauce mix (dairy solids, salt, corn starch-modified (24) | cheese sauce mix (dehydrated blend of whey, cheese granular and cheddar pasteurized milk, cheese cultures, salt, enzymes , buttermilk solids, whey protein concentrate, salt (22) | cheese sauce mix (whey, corn syrup solids, milk, palm oil, milk protein concentrate, modified food starch, milkfat, salt, maltodextrin, modified food starch, maltodextrin, acetylated monoglycerides, salt, medium chain triglycerides (20) | cheese sauce mix (whey, milkfat, milk protein concentrate, salt, calcium carbonate, sodium tripolyphosphate (18)",usda_only_train:218 | usda_only_val:62 | usda_only_holdout:47 | openfoodfacts_targeted:1,,
1690,marinara sauce,marinara sauce,117,no,milk,Vegetarian | Pescatarian | Gluten-free,Vegan,allergen:milk | evidence:surface_form | review:product_style | review:surface_form_composite,"marinara sauce (diced tomato tomato, tomato juice, salt, calcium chloride (17) | marinara sauce (chopped tomatoes tomatoes, tomato puree, salt, citric acid , water, tomato paste (13) | marinara sauce (crushed tomatoes in puree diced tomatoes, tomato puree , water, tomato paste, onions, butter cream, salt , less than 2% of: modified corn starch, garlic, canola oil, sugar, salt, flavorings, distilled vinegar, olive oil) (9) | marinara sauce (tomatoes pear tomatoes, tomato puree, sea salt, citric acid , onions, extra virgin olive oil, unsalted butter pasteurized cream, natural flavorings , cultured dextrose garlic garlic, citric acid, ascorbic acid to maintain color , pectin pectin, sugar , sugar, salt, spices, basil) (8) | marinara sauce (crushed tomatoes in puree diced tomatoes, tomato puree , water, leafy greens kale, chard, spinach , onions, olive oil (6)",usda_only_train:74 | usda_only_val:22 | usda_only_holdout:21,,
1680,salad dressing,salad dressing,118,no,egg | soy,Vegetarian | Pescatarian | Gluten-free,Vegan,allergen:egg | allergen:soy | evidence:surface_form | review:product_style | review:surface_form_composite,"salad dressing (soybean oil, water, high fructose corn syrup, egg yolk, distilled vinegar, modified corn starch (20) | salad dressing (soybean oil, water, high fructose corn syrup, distilled and cider vinegar, modified corn starch, egg yolks) (15) | salad dressing (soybean oil, water, high fructose corn syrup, distilled and cider vinegar, modified corn starch, egg yolks, salt, corn syrup, spice, paprika, natural flavors, calcium disodium edta added to protect flavor) (11) | salad dressing (soybean oil, water, vinegar, sugar, egg yolks, modified food starch, salt, mustard flour, spice, paprika, natural flavor, dried garlic) (11) | salad dressing (soybean oil, water, sugar, vinegar, egg yolks, modified corn starch, salt, natural flavor, mustard flour, paprika, calcium disodium edta to protect flavor ) (9)",usda_only_train:78 | usda_only_val:21 | usda_only_holdout:19,,
1540,red sauce,red sauce,8,no,,Gluten-free,Pescatarian | Vegan | Vegetarian,diet_block:meat | evidence:surface_form | review:product_style | review:surface_form_composite,"red sauce (water, tomato paste tomatoes , green bell pepper, spice mix dried guajillo chiles, modified food starch, chili powder chili peppers, spices, salt, garlic powder, oregano, less than 2% silicon dioxide to prevent caking , cane sugar, sea salt, cultured sugar, potassium sorbate preservative , sodium benzoate preservative , yellow onion, canola oil and extra virgin olive oil, chicken stock concentrate chicken stock, dried chicken stock, sea salt, water, carrot stock, onion stock, celery stock, spices , garlic, cilantro) (4) | red sauce (water, tomato paste tomatoes , green bell pepper, spice mix dried guajillo chiles modified food starch, chili powder chili peppers, spices, salt, garlic powder, oregano, less than 2% silicon dioxide to prevent caking , cane sugar, sea salt, cultured sugar, potassium sorbate preservative , sodium benzoate preservative , yellow onion, canola oil and extra virgin olive oil, chicken stock concentrate chicken stock, dried chicken stock, sea salt, water, carrot stock, onion stock, celery stock, spices , garlic, cilantro) (3) | red sauce (water, tomato paste tomatoes , green bell pepper, spice mix dried guajillo chiles, modified food starch, chili powder chili peppers, spices, salt, garlic powder, oregano, and less than 2% silicon dioxide to prevent caking , cane sugar, sea salt, cultured sugar, potassium sorbate preservative , sodium benzoate preservative , yellow onion, canola oil and extra virgin olive oil, chicken base chicken meat including natural chicken juices, sea salt, chicken fat, vegetable extract potato, carrot, onion , yeast extract, natural flavors and turmeric , garlic, cilantro) (1)",usda_only_train:4 | usda_only_val:3 | usda_only_holdout:1,,
1535,tamari sauce,tamari sauce,18,no,soy,Vegan | Vegetarian | Pescatarian | Gluten-free,,allergen:soy | review:product_style,"tamari sauce (water, soybeans, salt, vinegar) (8) | tamari sauce (water, soybeans, salt, alcohol) (5) | organic tamari sauce (water, organic soybeans, salt, organic vinegar) (4) | organic tamari sauce (1)",usda_only_train:13 | usda_only_holdout:3 | usda_only_val:1 | openfoodfacts_targeted:1,,
1535,gluten free soy sauce,gluten-free soy sauce,15,no,soy,Vegan | Vegetarian | Pescatarian | Gluten-free,,allergen:soy | review:product_style,"gluten-free soy sauce (water, soybeans, salt) (7) | gluten-free soy sauce (water, soybeans, salt, alcohol) (6) | gluten-free soy sauce (1) | gluten-free soy sauce (water, soybeans, salt, sugar) (1)",usda_only_train:10 | usda_only_val:2 | usda_only_holdout:2 | openfoodfacts_targeted:1,,
1535,champagne flavored vinaigrette dressing,champagne flavored vinaigrette dressing,12,no,soy,Vegan | Vegetarian | Pescatarian | Gluten-free,,allergen:soy | evidence:surface_form | review:product_style | review:surface_form_composite,"champagne flavored vinaigrette dressing (water, soybean oil, white wine vinegar, distilled vinegar, sugar, salt, mustard seed (12)",usda_only_train:8 | usda_only_val:2 | usda_only_holdout:2,,
1535,seasoning sauce soybean oil,seasoning sauce soybean oil,10,no,soy,Vegan | Vegetarian | Pescatarian | Gluten-free,,allergen:soy | review:ambiguous_generic,seasoning sauce soybean oil (10),usda_only_train:9 | usda_only_val:1,,
1535,buffalo sauce,buffalo sauce,9,no,soy,Vegan | Vegetarian | Pescatarian | Gluten-free,,allergen:soy | evidence:surface_form | review:product_style | review:surface_form_composite,"buffalo sauce (hot sauce (red pepper, distilled vinegar, salt and garlic), soybean oil, water (4) | buffalo sauce (aged cayenne pepper, water, vinegar, salt, garlic, margarine (soybean oil, water, partially hydrogenated soybean oil, salt, mono and diglycerides, soybean lecithin soy , sodium benzoate, artificial flavor, beta carotene color , vitamin a palmitate) (3) | buffalo sauce (distilled vinegar, aged red peppers, water, salt (1) | buffalo sauce (aged cayenne red peppers, distilled vinegar, water, salt, garlic powder) (1)",usda_only_train:5 | usda_only_val:2 | usda_only_holdout:2,,
1535,parmesan peppercorn sauce,parmesan peppercorn sauce,9,no,soy,Vegan | Vegetarian | Pescatarian | Gluten-free,,allergen:soy | evidence:surface_form | review:product_style | review:surface_form_composite,"parmesan peppercorn sauce (margarine palm and palm kernel oil, soybean oil, water, salt (9)",usda_only_train:7 | usda_only_val:2,,
1475,tamari soy sauce,tamari soy sauce,84,no,soy,Vegan | Vegetarian | Pescatarian | Gluten-free,,allergen:soy | review:product_style,"tamari soy sauce (water, soybeans, salt) (19) | tamari soy sauce (water, soybeans, salt, sugar) (16) | tamari soy sauce (water, soybeans, salt, sugar, alcohol, vinegar, lactic acid) (9) | tamari soy sauce (water, soybeans, salt, alcohol) (8) | tamari soy sauce (water, soy and salt) (8)",usda_only_train:67 | usda_only_val:9 | usda_only_holdout:7 | openfoodfacts_targeted:1,,
1475,buffalo style sauce,buffalo style sauce,50,no,soy,Vegan | Vegetarian | Pescatarian | Gluten-free,,allergen:soy | evidence:surface_form | review:product_style | review:surface_form_composite,"buffalo style sauce (distilled vinegar, aged cayenne red peppers, salt, water, canola oil, spice, xanthan gum, sodium benzoate preservative , partially hydrogenated soybean oil, garlic powder, natural flavor) (12) | buffalo style sauce (distilled vinegar, cayenne peppers, salt, water, modified food starch, canola oil, paprika, carrot fiber, xanthan gum, natural flavor, and garlic powder) (10) | buffalo style sauce (9) | buffalo style sauce (distilled vinegar, aged cayenne red peppers, salt, water, modified food starch, canola oil, paprika, isolated carrot product, xanthan gum, sodium benzoate as a preservatives , natural flavor, garlic powder) (6) | buffalo style sauce (distilled vinegar, aged cayenne red peppers, salt, water, canola oil, spice, xanthan gum, natural flavor, garlic powder) (6)",usda_only_train:34 | usda_only_val:11 | usda_only_holdout:5,,
1475,guajillo enchilada sauce,guajillo enchilada sauce,26,no,soy,Vegan | Vegetarian | Pescatarian | Gluten-free,,allergen:soy | evidence:surface_form | review:product_style | review:surface_form_composite,"guajillo enchilada sauce (water, concentrated crushed tomatoes, guajillo pepper puree, roasted onion puree, chile de arbol puree, vinegar, jalapeno pepper puree, roasted garlic puree, chili powder, sea salt, soybean oil, sugar, modified corn starch, yeast extract, spice, xanthan gum) (26)",usda_only_train:18 | usda_only_holdout:5 | usda_only_val:3,,
1475,gluten free soy sauce,gluten free soy sauce,21,no,soy,Vegan | Vegetarian | Pescatarian | Gluten-free,,allergen:soy | review:product_style,"gluten free soy sauce (water, soybeans, salt, alcohol) (10) | gluten free soy sauce (water, organic soybeans, salt) (10) | gluten free soy sauce (water, soybeans, salt, sugar) (1)",usda_only_train:12 | usda_only_val:5 | usda_only_holdout:4,,
1475,italian dressing,italian dressing,18,no,soy,Vegan | Vegetarian | Pescatarian | Gluten-free,,allergen:soy | evidence:surface_form | review:product_style | review:surface_form_composite,"italian dressing (water, vinegar, soybean oil, sugar, salt (5) | italian dressing (soybean oil, distilled vinegar, sugar, water, salt, garlic, onion, xanthan gum, citric acid, red bell pepper, spice, potassium sorbate and sodium benzoate preservatives , beta carotene color , calcium disodium edta added to protect flavor) (4) | italian dressing (water, canola oil, distilled vinegar, romano cheese milk, culture, salt, enzymes , salt, egg yolk, sugar, garlic puree garlic, water, citric acid , xanthan gum, spices, dried bell pepper, lemon juice concentrate) (4) | italian dressing (soybean oil, vinegar, water, high fructose corn syrup, salt,) (4) | italian dressing (distilled vinegar, soybean oil, sugar, water, salt (1)",usda_only_train:11 | usda_only_holdout:4 | usda_only_val:3,,
1475,vegan ranch dressing,vegan ranch dressing,16,no,soy,Vegan | Vegetarian | Pescatarian | Gluten-free,,allergen:soy | evidence:surface_form | review:product_style | review:surface_form_composite,"vegan ranch dressing (soybean oil, water, distilled vinegar (16)",usda_only_train:13 | usda_only_holdout:2 | usda_only_val:1,,
1415,coleslaw dressing,coleslaw dressing,47,no,soy,Vegan | Vegetarian | Pescatarian | Gluten-free,,allergen:soy | evidence:surface_form | review:product_style | review:surface_form_composite,"organic coleslaw dressing (water, organic high oleic sunflower oil, organic cane sugar, organic distilled vinegar (21) | organic coleslaw dressing (water, organic soybean oil, organic sugar, organic distilled vinegar (14) | coleslaw dressing (soybean oil, egg yolk, water, distilled vinegar, salt, sugar, lemon juice concentrate, natural flavor, calcium disodium edta to protect flavor , sugar, water, cultured lowfat buttermilk cultured lowfat milk, nonfat milk, salt, sodium citrate, vitamin a palmitate , dehydrated onion (11) | organic coleslaw dressing (water, organic high oleic sunflower oil and/or organic soybean oil, organic cane sugar, organic distilled vinegar (1)",usda_only_train:31 | usda_only_holdout:12 | usda_only_val:4,,
1415,balsamic vinaigrette dressing,balsamic vinaigrette dressing,37,no,soy,Vegan | Vegetarian | Pescatarian | Gluten-free,,allergen:soy | evidence:surface_form | review:product_style | review:surface_form_composite,"balsamic vinaigrette dressing (water, balsamic vinegar, soybean oil, sugar, distilled vinegar, salt (33) | balsamic vinaigrette dressing (water, balsamic vinegar, soybean oil, sugar, distilled vinegar, salt, 5) (4)",usda_only_train:18 | usda_only_holdout:10 | usda_only_val:9,,
1235,chili garlic sauce,chili garlic sauce,19,no,,Vegan | Vegetarian | Pescatarian | Gluten-free,,review:product_style,"chili garlic sauce (salted chili pepper, garlic, sugar, rice vinegar, water, modified corn starch, acetic acid) (8) | chili garlic sauce (chili pepper, salt, garlic, sugar, rice vinegar, water, cornstarch, acetic acid) (6) | chili garlic sauce (salted chili peppers chili peppers, salt , garlic, sugar, rice vinegar, water, modified corn starch, acetic acid) (4) | chili garlic sauce (water, soy sauce soybeans, salt, sugar , sweet chili sauce sugar, maltodextrin, rice vinegar, chili peppers, garlic, salt , brown sugar, chili garlic sauce salted chili pepper (chili peppers, salt , garlic, sugar, rice vinegar, water, modified cornstarch, acetic acid , hot pepper paste sugar, red chili peppers powder, fermented soybean paste (soybeans, rice, salt, alcohol), pear puree concentrate, salt, salted sake sake (water, rice, koji), salt , garlic (1)",usda_only_train:12 | usda_only_val:4 | usda_only_holdout:3,,
1235,barbeque sauce,barbeque sauce,17,no,,Vegan | Vegetarian | Pescatarian | Gluten-free,,review:product_style,"barbeque sauce (water, apple juice concentrate, sugar, vinegar, tomato concentrate, cornstarch, sunflower oil (6) | barbeque sauce (sugar. water. vinegar, tomato paste, modified food starch, spices, caramel color, garlic powder, molasses. corn syrup. tamarind, natural flavor) (5) | barbeque sauce (high fructose corn syrup, distilled vinegar, tomato paste, modified food starch (4) | barbeque sauce (sugar, water, vinegar, tomato paste, modified food starch (1) | barbeque sauce (tomato paste, high fructose corn syrup, water, corn syrup, distilled vinegar, molasses, salt, mustard bran, natural hickory smoke flavor, spices, onion powder, garlic powder, sodium benzoate, caramel color, sugar, and natural flavor) (1)",usda_only_train:12 | usda_only_val:3 | usda_only_holdout:2,,
1235,pear sauce,pear sauce,16,no,,Vegan | Vegetarian | Pescatarian | Gluten-free,,review:product_style,"pear sauce (sun dried pears, sugar, sulfur dioxide drying process ) (12) | pear sauce (sun dried pears, sugar) (4)",usda_only_train:12 | usda_only_val:3 | usda_only_holdout:1,,
1235,rochester sauce,rochester sauce,15,no,,Vegan | Vegetarian | Pescatarian | Gluten-free,,review:product_style,"rochester sauce (distilled vinegar, corn syrup, water, salt, garlic powder, spices, tamarind, natural flavor) (15)",usda_only_train:10 | usda_only_val:3 | usda_only_holdout:2,,
1235,bean sauce,bean sauce,10,no,,Vegan | Vegetarian | Pescatarian | Gluten-free,,review:product_style,"bean sauce (water, cooked pinto beans, spice mix sea salt, granulated cane sugar, lactic acid, cultured sugar, modified food starch, ground cumin, garlic, chili powder chili peppers, spices, salt, garlic powder, oregano, and less than 2% silicon dioxide to prevent caking , onion powder, paprika, potassium sorbate, sodium benzoate, cayenne pepper, oregano ) (7) | bean sauce (water, soya bean, salt, wheat flour, sugar, sesame oil and spices) (3)",usda_only_train:6 | usda_only_val:2 | usda_only_holdout:2,,
1235,pizzaiolo sauce,pizzaiolo sauce,10,no,,Vegan | Vegetarian | Pescatarian | Gluten-free,,review:product_style,"pizzaiolo sauce (tomatoes, extra virgin olive oil and sunflower oil, salt, oregano, black pepper, granulated garlic, citric acid) (10)",usda_only_train:8 | usda_only_holdout:2,,
1235,sriracha chili sauce,sriracha chili sauce,10,no,,Vegan | Vegetarian | Pescatarian | Gluten-free,,review:product_style,"sriracha chili sauce (red chili distilled vinegar, sugar, salt, garlic, acetic acid, lactic acid, red chili powder, xanthan gum, potassium sorbate and sodium bisulfite added as preservatives) (5) | sriracha chili sauce (red chili, distilled vinegar, sugar, salt, garlic, acetic acid, lactic acid, red chili powder, xanthan gum) (2) | sriracha chili sauce (chili, sugar, salt, garlic, distilled vinegar, potassium sorbate, sodium bisulfite, xanthan gum) (2) | sriracha chili sauce (red chili, white vinegar, sugar, salt, garlic, acetic acid, lactic acid, red chili powder, xanthan gum) (1)",usda_only_train:6 | usda_only_holdout:3 | usda_only_val:1,,
1235,frank s redhot sauce,frank's redhot sauce,9,no,,Vegan | Vegetarian | Pescatarian | Gluten-free,,review:product_style,"frank's redhot sauce (aged cayenne red peppers, distilled vinegar, water, salt and garlic powder) (9)",usda_only_train:6 | usda_only_val:2 | usda_only_holdout:1,,
1235,red pepper sauce,red pepper sauce,9,no,,Vegan | Vegetarian | Pescatarian | Gluten-free,,review:product_style,"red pepper sauce (distilled vinegar, red pepper, salt) (5) | dried red pepper sauce (aged red peppers, maltodextrin, vinegar, salt, garlic) (3) | dried red pepper sauce (1)",usda_only_train:5 | usda_only_val:2 | usda_only_holdout:1 | openfoodfacts_targeted:1,,
1235,white wine sauce,white wine sauce,9,no,,Vegan | Vegetarian | Pescatarian | Gluten-free,,review:product_style,"white wine sauce (water, white wine (9)",usda_only_train:4 | usda_only_holdout:4 | usda_only_val:1,,
1235,smoky bbq sauce,smoky bbq sauce,8,no,,Vegan | Vegetarian | Pescatarian | Gluten-free,,review:product_style,"smoky bbq sauce (brown sugar, ketchup tomato concentrate, sugar, distilled vinegar, salt, onion powder, spice, natural flavors , filtered, water, apple cider vinegar, mustard distilled vinegar, water, mustard seed, salt, turmeric, paprika, spices garlic powder , tomato paste, natural smoke flavor (5) | smoky bbq sauce (brown sugar, ketchup tomato concentrate, sugar, distilled vinegar, salt, onion powder, spice, natural flavors , filtered, water, apple cider vinegar, mustard distilled vinegar, water, mustard seed, salt, turmeric, paprika, spices, garlic powder , tomato paste, natural smoke flavor (3)",usda_only_train:6 | usda_only_val:2,,
1175,bbq sauce,bbq sauce,95,no,,Vegan | Vegetarian | Pescatarian | Gluten-free,,review:product_style,"bbq sauce (high fructose corn syrup, water, tomato paste, molasses, distilled vinegar, salt (23) | bbq sauce (high fructose corn syrup, distilled vinegar, tomato paste, modified corn starch (17) | bbq sauce (high fructose corn syrup, water, distilled vinegar, tomato puree (water, tomato paste), salt, modified food starch (9) | bbq sauce (high fructose corn syrup, water, tomato paste, molasses, distilled vinegar, salt, *dehydrated) (8) | bbq sauce (water, tomato paste, worcestershire sauce distilled vinegar, molasses, corn syrup, water, salt, caramel color, garlic, sugar, spices, tamarind, natural flavor , sugar, distilled vinegar, high fructose corn syrup, salt, corn syrup, soybean oil (8)",usda_only_train:62 | usda_only_holdout:19 | usda_only_val:14,,
